,sentence,label
3540,expert nutrition diet planning eat feel strong keep energy level,joy
3541,literally fell knees one episode feels pathetic,sadness
3542,feel alone marginalized wacky core beliefs shared tiny percentage u,sadness
3543,think case whether people like anne coulter ed schultz really feel outraged viewers certainly feel kind outrage anger substance collective tirades,anger
3544,feel really wonderful love life live,joy
3545,tryed different ways people notice feel fake none,sadness
3546,feel low coz situations distance person one thing hurts makes feel responsible done,sadness
3547,feel guilty made blog entries months,sadness
3548,must feel loving toward everyone,love
3549,feel though blank canvas pick theme want,sadness
3550,longed feeling knew feeling treasured forgot pain,love
3551,feeling extremely anxious,fear
3552,honestly feel unhappy everything life isnt simple enough able change things making feel unhappy click finger,sadness
3553,went see pcm post follow appointment left feeling hopeful optimistic,joy
3554,whipped stuff station fled underbelly grand central desperate find subway map feeling disgusted upset frazzle meltdown,anger
3555,really feel bothered specific issue feels like thrown couple hundred euros wall,anger
3556,know think way always feel skeptical painting nails red since also light skin red really going stand cute way year old wear red nails without looking like trying hard looking like hooker,fear
3557,feel like matter house never acceptable,joy
3558,still sort agree description come think great thing song concise guitar pop songs accurately hit home singular feeling romantic possibility way lets write starring scene,love
3559,lovely nesty feeling looking cute teeny weeny clothing,joy
3560,shouldnt afraid go public feel paranoid ive done nothing wrong,fear
3561,volunteered everything wound feeling overwhelmed people got mad able meet obligations,surprise
3562,feeling melancholy embrace listen slow downtempo melancholic pop,sadness
3563,saw direct message dm twitter former friend jeff longer feel friendly toward,joy
3564,feel xs indecisive,fear
3565,sat computer feeling nervous excited little silly,fear
3566,kept quiet someone said something hurtful said feeling want rude,anger
3567,came realization often feeling blamed blamed things utterly outside control,sadness
3568,feeling bad coherent deal teenagers week,sadness
3569,feeling unsure whether continue blog,fear
3570,never forget walk doctor office afternoon feeling determined take granted health,joy
3571,continue feel inspired strong runner become year,joy
3572,hate feeling disliked seems though common,sadness
3573,feel miserable break self,sadness
3574,feel like dangerous human right,anger
3575,feel strongly way eat cornbread sweet cornbread butter honey dripping piece,love
3576,really prepared worst innate feeling everything fine,joy
3577,feel paranoid wear makeup,fear
3578,feel generous sometimes feed little savings birds,love
3579,love combination lavender orange scent feel free substitute fragrance oil essential oils wish,joy
3580,feel like rushed around trying see things still quite beautiful,anger
3581,search search search rarely feel satisfied solutions found,joy
3582,feel petty moaning annoying im keeping stuff bag room ask always say im keeping stop bathroom getting cluttered,anger
3583,im feeling joy every day gorgeous people ive ever met hope thanksgiving felt,joy
3584,portland feel fairly useless strasbourg,sadness
3585,got feeling hateful talk work place wore thin kept around absolutely needed cover,anger
3586,also feel paranoid everyone listening phone conversations whats,fear
3587,feel worthwhile cause hope decide participate,joy
3588,feel disturbed sad,sadness
3589,feel like accepted others,love
3590,feel slutty,love
3591,like participate sketch challenges time time im feeling inspired,joy
3592,drove back beach staring thing seat beside feeling depressed,sadness
3593,cant either things end trying hardest suppress feelings makes irritable tiring,anger
3594,get pursue things spark curiosity make feel useful,joy
3595,im looking good feeling good crappy cold im dealing,joy
3596,ive left job feel lot less stressed general really good time observing much kids enjoy process creating something new,sadness
3597,hope like feel inspired prestige others,joy
3598,feel quite rebellious actually,anger
3599,feel strange sorts wont resort,fear
3600,dont hate honestly feel bitter towards atm,anger
3601,sat feeling amazed actually found great joy simple things,surprise
3602,viewed stuff bottom deciding going come back feeling bitchy could list mood felt like ice cream sandwich,anger
3603,read book feel like travelling journeys sometimes amazed sometimes cry sometimes laugh sometimes yearn written sometimes remember friends family deceased realise much,surprise
3604,im tired feeling crappy hungry still dealing ridding house smell vomit,sadness
3605,emotional nights crying feeling unsure angry,fear
3606,feel society accepted whole heartedly,love
3607,get upset try rekindle sort feeling excitement remorse longing anything like said even feeling becomes temporary phase,love
3608,feeling irritated slightly upset conversation,anger
3609,also feel one music school really supportive,love
3610,ive feeling desire romantic interest even circumstances feel though im emotionally ready special someone life,love
3611,got feeling watching starting making hats school friends could one develop clever use resources train tickets doc marten soles barbies shattered mirrors name,joy
3612,feel shitty right arugh,sadness
3613,feel abused taken advantage,sadness
3614,im honest already began feel liked kiss guy lot therefore couldnt use like,love
3615,im feeling ugly lately,sadness
3616,could clearly feel adomen muscles contract everytime cough like adomen exercise haha im aching sigh,sadness
3617,want cry either know think feel tortured eat black part rice,anger
3618,feel like im giving story tell friends family funny growing anticipated one travel spontaneously meet erratic person swoons life stories,surprise
3619,im sad kids whose mother obese depressed feeling hopeless health,sadness
3620,ive always nervous something like feel like really talented enter something official contest,joy
3621,feel skeptical sustainability,fear
3622,ini feel strange,surprise
3623,thought going say put call smacked puppy face always makes feel rotten,sadness
3624,told cannot continue way starting feel frustrated let know calm way,anger
